"merge","id","id_str","name","screen_name","location","description","url","followers_count","friends_count","created_at","time_zone","lang","party"
"aaronschock",23951197,23951197,"Aaron Schock","aaronschock","Peoria, IL","I represent the great district of IL - 18 in Congress.","http://t.co/6nb9rruqBF",23981,896,"Thu Mar 12 14:04:15 +0000 2009","Quito","en","R"
"alangrayson",41017380,41017380,"Rep. Alan Grayson","AlanGrayson","Orlando, FL","Representing Florida's 9th district in Congress",NA,56922,91,"Tue May 19 01:00:40 +0000 2009","Eastern Time (US & Canada)","en","D"
"alfranken",7334402,7334402,"Al Franken","alfranken","Minnesota","This account is administered by Al's campaign team: @TeamFranken2014. Tweets from the Senator are signed -Al.","http://t.co/5cBmrIwgLm",188151,47656,"Sun Jul 08 21:48:38 +0000 2007","Central Time (US & Canada)","en","D"
"andercrenshaw",20209807,20209807,"Ander Crenshaw","AnderCrenshaw","Washington, D.C.","Member of Congress, FL-04","http://t.co/UaUgmO40lF",8045,199,"Fri Feb 06 01:48:11 +0000 2009","Eastern Time (US & Canada)","en","R"
"appropsdems",30912937,30912937,"Appropriations-Dems ","AppropsDems","Washington, DC ","Official Twitter Feed of the House Appropriations Committee, Democrats. 
Press inquiries: Matt Dennis 202-225-3481","http://t.co/GxDkjw8lX7",4671,681,"Mon Apr 13 17:45:46 +0000 2009","Quito","en",NA
"askgeorge",7356562,7356562,"Rep.George Miller","askgeorge","Washington DC/Martinez CA","Representing Contra Costa County in Congress. Top priority = creating new jobs. Also, avid reader and hiker.","http://t.co/HDC13fqZXo",12543,660,"Mon Jul 09 22:04:23 +0000 2007","Eastern Time (US & Canada)","en","D"
"auctnr1",21572351,21572351,"Billy Long","auctnr1","Springfield, Missouri","Please follow Congressman Billy Long @USRepLong",NA,4311,842,"Sun Feb 22 15:38:43 +0000 2009","Central Time (US & Canada)","en","R"
"austinscottga08",234797704,234797704,"Rep. Austin Scott","AustinScottGA08","Ashburn, GA","I am proud to represent the 8th Congressional District of Georgia.","http://t.co/GQwXIhub9a",7152,320,"Thu Jan 06 16:01:46 +0000 2011",NA,"en","R"
"bachusal06",78431501,78431501,"Spencer Bachus","BachusAL06","Washington","U.S. Congressman, AL-06","http://t.co/EtsTJZelYL",8436,2,"Tue Sep 29 22:15:34 +0000 2009","Eastern Time (US & Canada)","en","R"
"benniegthompson",82453460,82453460,"RepBThompson","BennieGThompson","Bolton, Mississippi","","http://t.co/POCpyzRcHb",4286,403,"Wed Oct 14 20:47:03 +0000 2009","Eastern Time (US & Canada)","en","D"
"bettymccollum04",516880804,516880804,"Betty McCollum","BettyMcCollum04","St. Paul, MN","I am currently serving my seventh term in the United States Congress, representing the residents of Minnesota’s Fourth Congressional District.","http://t.co/uAK8PlcNYj",5599,766,"Tue Mar 06 20:52:11 +0000 2012","Eastern Time (US & Canada)","en","D"
"billcassidy",55677432,55677432,"Bill Cassidy","BillCassidy","Baton Rouge, LA","Doctor, medical professor - running for U.S. Senate in Louisiana","http://t.co/jJ1FDxCJeE",10077,1183,"Fri Jul 10 22:02:55 +0000 2009","Central Time (US & Canada)","en","R"
"billowensny",227088228,227088228,"Bill Owens","BillOwensNY","Plattsburgh, NY","Proud to represent New York's 21st Congressional District.","http://t.co/is4cU0kOuu",4529,883,"Wed Dec 15 21:49:24 +0000 2010","Quito","en","D"
"billpascrell",74508260,74508260,"Bill Pascrell, Jr.","BillPascrell","Paterson, NJ","I represent the 9th District of New Jersey in the House of Representatives. I currently serve on the Ways and Means and Budget Committees.","http://t.co/6xjU9xPLNs",4076,327,"Tue Sep 15 17:54:32 +0000 2009","Eastern Time (US & Canada)","en","D"
"boblatta",15394954,15394954,"U.S. Rep. Bob Latta","boblatta","ÜT: 41.052377,-82.130057","Representing #OH5. On the Energy & Commerce Committee. Vice Chair, Comms & Tech Subcommittee. Chairman, Congressional Sportsmen Caucus. Co-Chair of @GOPNMC","http://t.co/dSKBcpo6FL",14286,5597,"Fri Jul 11 18:33:24 +0000 2008","Eastern Time (US & Canada)","en","R"
"bradsherman",30216513,30216513,"Brad Sherman","BradSherman","Sherman Oaks, CA","Serving California's San Fernando Valley.  Admission: Some of these tweets are prepared by my staff on my behalf.","http://t.co/Ylyf3DDmjz",6873,110,"Fri Apr 10 13:38:03 +0000 2009","Pacific Time (US & Canada)","en","D"
"bradwenstrup",313719282,313719282,"Brad Wenstrup","bradwenstrup","Southwest Ohio","Doctor, Combat surgeon, businessman, Bronze Star recipient Brad Wenstrup is a candidate for Congress in Southwestern Ohio. #OH02","http://t.co/OxvkgYXy3v",1517,1259,"Thu Jun 09 03:16:15 +0000 2011","Quito","en",NA
"brucebraley",29293808,29293808,"Bruce Braley","BruceBraley","Iowa & DC","Listening, Working Hard, and Getting Things Done for the great people of Iowa's First Congressional District",NA,17310,10903,"Mon Apr 06 21:08:54 +0000 2009","Central Time (US & Canada)","en","D"
"buckmckeon",16348437,16348437,"Buck McKeon","BuckMcKeon","Santa Clarita, CA","U.S. Congressman representing the 25th District in California
Chairman of House Armed Services Committee
#HASC #CA25
Follows ≠ Endorsements","http://t.co/jmv4xYshLi",13480,5129,"Thu Sep 18 15:56:59 +0000 2008","Quito","en","R"
"budgetgop",234370900,234370900,"Senate Budget GOP","BudgetGOP","Washington, DC","news, info, and updates on the Budget Committee GOP and Ranking Member Jeff Sessions from the Committee's press office.","http://t.co/TzZua7HjXQ",6975,785,"Wed Jan 05 14:01:33 +0000 2011","Central Time (US & Canada)","en",NA
"call_me_dutch",305620929,305620929,"Dutch Ruppersberger","Call_Me_Dutch","Washington, DC","U.S. Congressman serving Maryland's 2nd District. Ranking Member of House Intelligence Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.","http://t.co/uAblmVkUWN",4768,1106,"Thu May 26 14:39:08 +0000 2011","Quito","en","D"
"candicemiller",15281676,15281676,"Candice Miller","CandiceMiller","Shelby Township, Michigan","Proudly serving Michigan's 10th Congressional District","http://t.co/esuuzCFSKM",8885,405,"Mon Jun 30 19:41:17 +0000 2008","Eastern Time (US & Canada)","en","R"
"cantwellpress",117501995,117501995,"Sen. Maria Cantwell","CantwellPress","Washington, D.C.","Official Twitter account of the Office of U.S. Senator Maria Cantwell -- Tweets come from Cantwell staff","http://t.co/Vr07LJfQqb",11690,1,"Thu Feb 25 19:21:52 +0000 2010","Eastern Time (US & Canada)","en","D"
"carolynbmaloney",119250381,119250381,"Carolyn B. Maloney","CarolynBMaloney","ÜT: 40.931532,-72.309128","Democratic House Member re-elected to represent NY's 12th C.D. in part of Manhattan; western Queens; north Brooklyn; & Roosevelt Island.","http://t.co/EoSPGTcDTg",9305,3872,"Wed Mar 03 02:55:17 +0000 2010","Eastern Time (US & Canada)","en",NA
"cathymcmorris",17976923,17976923,"CathyMcMorrisRodgers","cathymcmorris","Spokane, WA & Washington, DC","Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.","http://t.co/tyngYTYPzM",21884,5127,"Mon Dec 08 23:17:15 +0000 2008","Pacific Time (US & Canada)","en","R"
"cbrangel",21312077,21312077,"Charles Rangel","cbrangel","Washington DC","Member of the US Congress proudly representing NY's 13th District.  Connect with me @cbrangel, http://t.co/OiROEsaZga and http://t.co/rVp2LcJ3KE.","http://t.co/JImz0RfSyV",20241,3942,"Thu Feb 19 16:17:10 +0000 2009","Eastern Time (US & Canada)","en","D"
"chakafattah",48086014,48086014,"Chaka Fattah","chakafattah","Philly/LM/D.C.","Father. Husband. Eagles! 10term Congressman. Fighter 4 children, working families, neuroscience – 25M helped to date. Architect of GEARUP, AOTC & CORE Scholars","http://t.co/PNHmkTSkdp",10225,1369,"Wed Jun 17 19:39:50 +0000 2009","Quito","en","D"
"chelliepingree",14984637,14984637,"Chellie Pingree","chelliepingree","Maine -- the best place to be!","Farmer, mother, Maine islander, Member of Congress, lover of root vegetables","http://t.co/vYvpiUxqqo",11054,347,"Mon Jun 02 20:29:56 +0000 2008","Eastern Time (US & Canada)","en","D"
"chiesanews",1550836628,1550836628,"Chiesa News","ChiesaNews","Washington, DC","Official account for the press shop of United States Senator Jeff Chiesa (R-NJ)","http://t.co/d0jb1Ksv4C",855,216,"Thu Jun 27 15:07:39 +0000 2013","Atlantic Time (Canada)","en",NA
"chriscoons",15324851,15324851,"Senator Chris Coons","ChrisCoons","Wilmington, DE","Father, husband, U.S. Senator from the State of Delaware",NA,18172,2299,"Sat Jul 05 11:17:54 +0000 2008","Eastern Time (US & Canada)","en","D"
"chrismurphyct",150078976,150078976,"Chris Murphy","ChrisMurphyCT","","U.S. Senator, Connecticut",NA,23921,120,"Mon May 31 01:22:43 +0000 2010","Atlantic Time (Canada)","en","D"
"chrisvanhollen",18137749,18137749,"Chris Van Hollen","ChrisVanHollen","Maryland's 8th District","Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.","http://t.co/F8xR5b0kZu",21557,3827,"Mon Dec 15 15:00:29 +0000 2008","Eastern Time (US & Canada)","en","D"
"chuckgrassley",10615232,10615232,"ChuckGrassley","ChuckGrassley","Iowa","U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. 
Also follow @GrassleyOffice for news releases.","http://t.co/qoyYav3Y3O",80126,14616,"Mon Nov 26 15:17:02 +0000 2007","Central Time (US & Canada)","en","R"
"clairecmc",16160352,16160352,"Claire McCaskill","clairecmc","Missouri/ Washington DC","","http://t.co/stJT0j0Dh0",104691,0,"Sat Sep 06 20:20:45 +0000 2008","Central Time (US & Canada)","en","D"
"clyburn",188019606,188019606,"James E. Clyburn","Clyburn","Washington, DC","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.","http://t.co/u4XE7mC7pW",24892,1041,"Tue Sep 07 18:50:22 +0000 2010","Eastern Time (US & Canada)","en","D"
"conawaytx11",295685416,295685416,"Mike Conaway","ConawayTX11","","I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.","http://t.co/CR8m9Gxrif",4356,1431,"Mon May 09 13:56:50 +0000 2011","Eastern Time (US & Canada)","en","R"
"congbillposey",25086658,25086658,"Bill Posey","congbillposey","Rockledge, FL","Congressman from Florida's 8th district, representing the Space and Treasure Coasts","http://t.co/tUCU5eCWsh",8615,930,"Wed Mar 18 15:05:42 +0000 2009","Quito","en","R"
"conghuelskamp",233761277,233761277,"Cong. Tim Huelskamp","CongHuelskamp","Washington, D.C. ","Conservative representing Kansas First District in the U.S. House of Reps. http://t.co/QVnLuBoD","http://t.co/KiQoNwYcMr",10779,2135,"Tue Jan 04 01:43:06 +0000 2011","Quito","en","R"
"congmikesimpson",76132891,76132891,"Cong. Mike Simpson","CongMikeSimpson","Washington, D.C. ","U.S. Congressman from Idaho's 2nd Congressional District","http://t.co/lRNTKPfcmE",3337,66,"Mon Sep 21 20:26:26 +0000 2009","Mountain Time (US & Canada)","en","R"
"congpalazzo",299883942,299883942,"Cong. Steven Palazzo","CongPalazzo","Mississippi ","I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit http://t.co/Ue63OYLp.","http://t.co/m7SGUgLrSj",5953,1602,"Mon May 16 20:52:25 +0000 2011","Eastern Time (US & Canada)","en","R"
"congressmandan",242761889,242761889,"Dr. Dan Benishek","CongressmanDan","Iron River, MI","I'm a doctor, not a career politician.  I'm working to ensure the citizens of Northern Michigan have their voices heard in Congress.","http://t.co/lTUc5982TQ",8813,7598,"Tue Jan 25 14:54:16 +0000 2011","Atlantic Time (Canada)","en","R"
"congressmangt",18967498,18967498,"Glenn 'GT' Thompson","CongressmanGT","Howard, Pennsylvania ","I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District.","http://t.co/uNy803CBZ8",9374,442,"Wed Jan 14 04:54:58 +0000 2009","Eastern Time (US & Canada)","en","R"
"corybooker",15808765,15808765,"Cory Booker","CoryBooker","Newark, NJ","U.S. Senator from New Jersey","http://t.co/35KL1WzMud",1497876,81889,"Mon Aug 11 14:41:16 +0000 2008","Eastern Time (US & Canada)","en","D"
"cynthialummis",22831059,22831059,"Rep. Cynthia Lummis","CynthiaLummis","Wyoming and Washington D.C.","Proud to represent the people of Wyoming in the U.S. House of Representatives.","http://t.co/bSPiTCeFvE",10034,6163,"Wed Mar 04 20:44:59 +0000 2009","Eastern Time (US & Canada)","en","R"
"danarohrabacher",19139963,19139963,"Dana Rohrabacher","DanaRohrabacher","Huntington Beach, CA","U.S. Congressman representing CA-48.  Former speechwriter for President Reagan. Surfer and father of 8 year old triplets.","http://t.co/JSLCMvUXo1",15402,357,"Sun Jan 18 08:35:01 +0000 2009","Alaska","en","R"
"darrellissa",22509548,22509548,"Darrell Issa","DarrellIssa","Vista, CA & Washington, DC","I work for CA-49 and I'm the House GOP's chief watchdog.  I also greatly enjoy an #OPEN, accessible & uncensored internet.","http://t.co/oDR2yYvkkh",177605,35940,"Mon Mar 02 17:39:00 +0000 2009","Eastern Time (US & Canada)","en","R"
"daveloebsack",510516465,510516465,"Dave Loebsack","daveloebsack","Iowa's 2nd District","Fighting for the hardworking people of Iowa",NA,2478,523,"Thu Mar 01 16:52:06 +0000 2012",NA,"en","D"
"davereichert",16102244,16102244,"Dave Reichert","davereichert","Auburn, Washington","Representative of the Eighth Congressional District in Washington State","http://t.co/xGxisoccFO",9401,3045,"Tue Sep 02 20:12:26 +0000 2008","Pacific Time (US & Canada)","en","R"
"davidcicilline",23593446,23593446,"David N. Cicilline","davidcicilline","","Member of Congress for Rhode Island's First Congressional District, Democrat","http://t.co/qPJtwoT2NZ",8504,555,"Tue Mar 10 13:53:21 +0000 2009","Eastern Time (US & Canada)","en",NA
"delegatedonna",263815367,263815367,"Donna Christensen","DelegateDonna","U.S. Virgin Islands ","Proudly serving her 9th term, Congresswoman Christensen is the 1st female physician in Congress and the 1st to represent an offshore Territory.","http://t.co/fLIGeBmQuX",5692,260,"Thu Mar 10 20:02:19 +0000 2011","Central Time (US & Canada)","en",NA
"desjarlaistn04",235312723,235312723,"Scott DesJarlais","DesJarlaisTN04","","Republican Congressman for Tennessee's 4th Congressional District.","http://t.co/omXrQSGbn2",6704,1120,"Fri Jan 07 21:47:44 +0000 2011","Atlantic Time (Canada)","en","R"
"dgvaladao",36676406,36676406,"David Valadao","dgvaladao","Hanford, CA","Husband, father, dairy farmer & representative for the 21st Congressional District in California.","http://t.co/Nvv6H6QNGv",1669,640,"Thu Apr 30 14:37:10 +0000 2009","Pacific Time (US & Canada)","en",NA
"dinatitus",17907578,17907578,"Dina Titus","dinatitus","Fabulous Las Vegas, Nevada","Representative of Nevada's First District since 2012. Tweeting about politics, culture and District One. Looking for my official account? Go to @repdinatitus","http://t.co/nJxR5ah9It",3296,822,"Fri Dec 05 20:49:41 +0000 2008","Pacific Time (US & Canada)","en",NA
"dochastings",402029058,402029058,"Doc Hastings","DocHastings","Central Washington","Press office of Congressman Doc Hastings, who represents the 4th District of Washington state and serves as Chairman of @NatResources.","http://t.co/HkyLEJvQbB",3771,651,"Mon Oct 31 12:59:01 +0000 2011","Eastern Time (US & Canada)","en","R"
"dorismatsui",38254095,38254095,"Rep. Doris Matsui","DorisMatsui","Sacramento, CA","Doris represents California's 6th Congressional District - including the capital city of Sacramento. She is a Member of the Energy and Commerce Committee.","http://t.co/dt820eUUHc",9333,6395,"Wed May 06 19:20:50 +0000 2009","Eastern Time (US & Canada)","en","D"
"drphilroe",52503751,52503751,"Dr. Phil Roe","DrPhilRoe","East Tennessee","Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.","http://t.co/eWYX8wFvy7",8476,254,"Tue Jun 30 20:07:34 +0000 2009","Eastern Time (US & Canada)","en","R"
"dwstweets",115979444,115979444,"D Wasserman Schultz","DWStweets","Florida and Washington","Congresswoman Debbie Wasserman Schultz of Florida. Chair of @TheDemocrats (Democratic National Committee). Mom, wife, FLGator. Author, FOR THE NEXT GENERATION.","http://t.co/9AelmQWwt9",277781,757,"Sat Feb 20 17:35:01 +0000 2010","Eastern Time (US & Canada)","en","D"
"edworkforce",16424044,16424044,"Ed & Workforce Cmte","EdWorkforce","Washington, D.C.","U.S. House Education and the Workforce Committee: Fiscally Responsible Reforms for Students, Workers, and Retirees. http://t.co/U9AffNCg","http://t.co/HQdNWBeHMs",8570,598,"Tue Sep 23 19:33:31 +0000 2008","Quito","en",NA
"eleanornorton",23600262,23600262,"Eleanor H. Norton","EleanorNorton","Washington, DC","Member of the U.S. Congress","http://t.co/eAj7qkFezL",13663,393,"Tue Mar 10 14:47:46 +0000 2009","Indiana (East)","en","D"
"energycommerce",30929600,30929600,"Energy Commerce Dems","EnergyCommerce","Washington, DC","House Committee on Energy and Commerce Democrats - Ranking Member Henry A. Waxman","http://t.co/FgAj9PXwPS",6586,253,"Mon Apr 13 18:56:41 +0000 2009","Central Time (US & Canada)","en",NA
"enr_gop",82657929,82657929,"Senate Energy GOP","ENR_GOP","Washington, DC","Welcome to our Twitter page! Please follow us for updates & news from the GOP staff of the Senate Energy and Natural Resources Committee.","http://t.co/7XYVhAtwFU",4928,246,"Thu Oct 15 16:44:57 +0000 2009","Eastern Time (US & Canada)","en",NA
"farenthold",17896154,17896154,"Blake Farenthold","farenthold","Corpus Christi, TX","Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport","http://t.co/pkXZtbphWU",6968,918,"Fri Dec 05 12:32:52 +0000 2008","Central Time (US & Canada)","en","R"
"financialcmte",42924141,42924141,"Financial Services","FinancialCmte","Washington, D.C.","U.S. House Committee on Financial Services – @RepHensarling (TX-05), Chairman. Top priorities: a stronger economy, more jobs & no more bailouts.","http://t.co/HAoSusFOff",14018,3310,"Wed May 27 17:00:31 +0000 2009","Quito","en",NA
"frankpallone",31801993,31801993,"Rep. Frank Pallone","FrankPallone","#NJ","The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of  @EnergyCommerce Subcommittee on Health","http://t.co/YkjqVYrbQ7",13439,925,"Thu Apr 16 13:51:56 +0000 2009","Quito","en","D"
"gerryconnolly",78445977,78445977,"Gerry Connolly","GerryConnolly","Virginia's 11th District","Proudly representing Virginia's 11th District","http://t.co/7ISItH318T",7234,191,"Tue Sep 29 23:17:33 +0000 2009","Eastern Time (US & Canada)","en","D"
"gopleader",19739126,19739126,"Kevin McCarthy","GOPLeader","California","I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives. Follow me on Facebook: https://t.co/y9pvnqlAnR","http://t.co/8SyezFGtxi",54069,1266,"Thu Jan 29 22:28:48 +0000 2009","Eastern Time (US & Canada)","en","R"
"gracenapolitano",161411080,161411080,"Rep.Grace Napolitano","gracenapolitano","El Monte, CA","Congresswoman from California's 32nd Congressional District in the US House of Representatives","http://t.co/JXUiD742xC",7223,231,"Wed Jun 30 19:48:06 +0000 2010","Eastern Time (US & Canada)","en","D"
"grahamblog",14845376,14845376,"Lindsey Graham","GrahamBlog","Washington, DC","Twitter feed for U.S. Senator Lindsey Graham of South Carolina.","http://t.co/x7LZALizg6",65476,2189,"Tue May 20 13:57:21 +0000 2008","Eastern Time (US & Canada)","en","R"
"greggharper",23712174,23712174,"Gregg Harper","GreggHarper","Pearl, Mississippi","Devoted husband. Loving father. Principled conservative.","http://t.co/aOKyO7wSYD",11072,403,"Wed Mar 11 03:02:52 +0000 2009","Eastern Time (US & Canada)","en","R"
"gregorymeeks",22812754,22812754," Gregory Meeks","GregoryMeeks","Queens, New York","Proudly serving the 5th Congressional District of New York.","http://t.co/k57Evp0k42",9525,480,"Wed Mar 04 18:36:27 +0000 2009","Central Time (US & Canada)","en","D"
"hascdemocrats",74294786,74294786,"House Armed Services","HASCDemocrats","Washington, DC","Oversight and funding of the Department of Defense, the United States Armed Forces, and portions of the Department of Energy. Ranking member: @Rep_Adam_Smith","http://t.co/1m1KL5XuRd",8329,578,"Mon Sep 14 23:09:32 +0000 2009","Eastern Time (US & Canada)","en",NA
"hascrepublicans",20192403,20192403,"HASC Republicans","HASCRepublicans","Washington, DC","The House Armed Services Committee Republicans; Twitter feed of the latest committee news and updates","http://t.co/JbIgCpT9T7",9288,725,"Thu Feb 05 21:46:45 +0000 2009","Eastern Time (US & Canada)","en",NA
"herrerabeutler",242926427,242926427,"JaimeHerreraBeutler","HerreraBeutler","","I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg","http://t.co/g23DlVNdtc",6052,1117,"Tue Jan 25 22:36:44 +0000 2011","Pacific Time (US & Canada)","en","R"
"hfacdemocrats",61206798,61206798,"Foreign Affairs Cmte","HFACDemocrats","Washington, DC","Eliot L. Engel, Ranking Member          House Committee on Foreign Affairs, U.S. House of Representatives,","http://t.co/ovDZFteTEv",15914,234,"Wed Jul 29 14:28:03 +0000 2009","Eastern Time (US & Canada)","en",NA
"houseadmngop",224391627,224391627,"CHA Republicans","HouseAdmnGOP","1309 LHOB","Committee on House Administration, Republican Office. Candice S. Miller, Michigan, Chairman","http://t.co/nByOIQHGTd",3373,240,"Wed Dec 08 21:58:36 +0000 2010","Eastern Time (US & Canada)","en",NA
"houseagnews",234573331,234573331,"House Ag Committee","HouseAgNews","Washington, DC","News and updates from Chairman Frank Lucas (OK-3) and the House Agriculture Committee.","http://t.co/nsPzOLux5v",11028,1054,"Thu Jan 06 00:23:09 +0000 2011","Eastern Time (US & Canada)","en",NA
"housebudgetdems",151963505,151963505,"HouseBudgetDems","HouseBudgetDems","","Ranking Member: @ChrisVanHollen","http://t.co/eruA9zlxYv",4806,170,"Fri Jun 04 18:12:56 +0000 2010","Eastern Time (US & Canada)","en",NA
"housecommerce",114756202,114756202,"Energy and Commerce","HouseCommerce","Washington, D.C.","House Energy & Commerce: #Health #Oversight #Investigations #Energy #Power #Communications #Technology #Environment #Economy #Commerce #Manufacturing #Trade","http://t.co/s6zoMvNYlK",18134,1025,"Tue Feb 16 14:18:06 +0000 2010","Eastern Time (US & Canada)","en",NA
"houseforeign",75367781,75367781,"Foreign Affairs Cmte","HouseForeign","Washington, DC","House Foreign Affairs Committee, U.S. House of Representatives","http://t.co/Xa3DQ0AyLV",16615,2176,"Fri Sep 18 19:48:08 +0000 2009","Eastern Time (US & Canada)","en",NA
"househomeland",239964567,239964567,"HomelandSecurityCmte","HouseHomeland","Washington, DC","Official Twitter Page of the Committee on Homeland Security, U.S. House of Representatives, Rep. Michael McCaul (Texas), Chairman.","http://t.co/iIr33KeEWq",7369,831,"Tue Jan 18 21:11:04 +0000 2011","Eastern Time (US & Canada)","en",NA
"housejuddems",246357149,246357149,"House Judiciary Dems","HouseJudDems","Washington, DC","Proudly working to protect the safety, privacy, consumer rights, civil rights and liberties of all Americans.","http://t.co/OGiS10Q5xk",2998,602,"Wed Feb 02 17:00:48 +0000 2011","Central Time (US & Canada)","en",NA
"housevetaffairs",282093902,282093902,"HouseVetAffairs","HouseVetAffairs","Washington, D.C.","Proudly Serving America's Veterans and Their Families.","http://t.co/FfFe6VJA9y",7163,209,"Thu Apr 14 14:49:32 +0000 2011","Quito","en",NA
"howardcoble",314335929,314335929,"Howard Coble","HowardCoble","North Carolina","From the office of Congressman Howard Coble, NC-6","http://t.co/M4xxjSt9R0",4172,461,"Fri Jun 10 02:48:54 +0000 2011","Eastern Time (US & Canada)","en","R"
"indiancommittee",329761746,329761746,"Indian Affairs Cmte","IndianCommittee","Washington, D.C.","Welcome to the official Twitter page of the United States Senate Committee on Indian Affairs!","http://t.co/A6pTPZL5Ns",2857,190,"Tue Jul 05 15:49:14 +0000 2011","Eastern Time (US & Canada)","en",NA
"inhofepress",20546536,20546536,"Inhofe Press Office","InhofePress","Washington, D.C.","Press Office of U.S. Senator Jim Inhofe (R-Okla.)","http://t.co/LTm3F6nWGC",10648,1372,"Tue Feb 10 21:12:51 +0000 2009","Central Time (US & Canada)","en",NA
"jackkingston",36654245,36654245,"Rep. Jack Kingston","JackKingston","Georgia","Representing Georgia's First District","http://t.co/A7gVkZtEfR",11680,483,"Thu Apr 30 12:52:55 +0000 2009","Eastern Time (US & Canada)","en","R"
"jacksonleetx18",80612021,80612021,"Sheila Jackson Lee","JacksonLeeTX18","Houston, TX","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives","http://t.co/2PoJmDyYh0",13590,1233,"Wed Oct 07 16:13:13 +0000 2009","Eastern Time (US & Canada)","en","D"
"jahimes",31611298,31611298,"Jim Himes","jahimes","CT and DC","Congressman proudly representing Connecticut's 4th","http://t.co/vS84o70rNB",15023,647,"Thu Apr 16 02:38:33 +0000 2009","Central Time (US & Canada)","en","D"
"janschakowsky",24195214,24195214,"Jan Schakowsky","janschakowsky","Washington, DC","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District","http://t.co/qdNbWpz49j",15213,870,"Fri Mar 13 16:03:17 +0000 2009","Eastern Time (US & Canada)","en","D"
"jaredhuffman",334894942,334894942,"Jared Huffman","JaredHuffman","Northern California","Congressman for CA's 2nd Dist.  This is my personal/campaign Twitter feed.  For my official House of Representatives feed please follow @RepHuffman","http://t.co/vfmUDvrNRS",1443,79,"Wed Jul 13 20:49:36 +0000 2011","Pacific Time (US & Canada)","en",NA
"jaredpolis",15361570,15361570,"Jared Polis","jaredpolis","Boulder, CO","father, entrepreneur,education reform, baseball, tech, politics, gamer; also follow my Congressional twitter @RepJaredPolis & campaign @Polis4Congress","http://t.co/IWEA9GrkbQ",29804,3046,"Wed Jul 09 03:04:04 +0000 2008","Mountain Time (US & Canada)","en",NA
"jasoninthehouse",17800215,17800215,"Jason Chaffetz","jasoninthehouse","Utah/Washington D.C.","United States Congressman (UT-3). Tweets come from me, not my staff.","http://t.co/0Y1Bof0shR",80378,20807,"Tue Dec 02 04:59:53 +0000 2008","Mountain Time (US & Canada)","en","R"
"jecrepublicans",109280446,109280446,"JEC Republicans","JECRepublicans","","Official, United States Joint Economic Committee, Republicans;

Visit our website @","http://t.co/ORsh8rJoQz",2506,480,"Thu Jan 28 14:53:17 +0000 2010","Eastern Time (US & Canada)","en",NA
"jeffflake",16056306,16056306,"Jeff Flake","JeffFlake","Mesa, AZ","Senator from Arizona",NA,24404,206,"Sat Aug 30 17:00:58 +0000 2008","Quito","en","R"
"jefffortenberry",18805303,18805303,"Jeff Fortenberry","JeffFortenberry","Lincoln, NE / Washington, D.C.","U.S. Representative for the First Congressional District of Nebraska","http://t.co/beLyQVqp1e",9716,2138,"Fri Jan 09 16:14:19 +0000 2009","Central Time (US & Canada)","en","R"
"jerrymoran",18632666,18632666,"Jerry Moran","JerryMoran","Kansas","Proud to represent Kansas in the United States Senate","http://t.co/CBA3beMHNs",17322,2973,"Mon Jan 05 14:25:22 +0000 2009","Central Time (US & Canada)","en","R"
"jim_jordan",18166778,18166778,"Rep. Jim Jordan","Jim_Jordan","Washington, D.C. ","Proudly serving Ohio's beautiful fourth district.","http://t.co/c12aOiA0EU",18976,5223,"Tue Dec 16 17:20:24 +0000 2008","Central Time (US & Canada)","en","R"
"jim_moran",47412499,47412499,"Jim Moran","Jim_Moran","8th District of Virginia","Updates from the U.S. Congressman representing the 8th District of Virginia (Northern Virginia)","http://t.co/BGOnt53XvN",11402,238,"Mon Jun 15 19:00:16 +0000 2009","Eastern Time (US & Canada)","en","D"
"jimgerlach",40954486,40954486,"Jim Gerlach","JimGerlach","Chester Springs, PA","Proudly serving the great people of PA's 6th District. Thanks for visiting our legislative page.","http://t.co/LNBDDYDDXd",8407,203,"Mon May 18 20:04:27 +0000 2009","Quito","en","R"
